Generation,Min_Fitness,Avg_Fitness
89,34.17399639337695,35.18401828983515
90,34.041061135969706,35.271327265431026
91,33.98645057028174,35.108704709117696
92,34.037538460347164,35.10737503060578
93,33.86454123280826,35.051758828484566
94,33.983715861963525,35.02503601443426
95,33.94667405599391,35.037810914857396
96,33.84322175107177,34.96982769197562
97,33.917968816747624,35.038325689318924
98,34.037403520854006,35.00140723107152
99,33.99674090316317,34.995385302461514
100,34.068731682380374,34.90650929431651
101,33.85973065853001,34.751966375725466
102,33.866504345654555,34.797598675382545
103,33.90246566715277,34.733185465583475
104,33.80898652322427,34.6958905268236
105,33.63124031579634,34.75737470553142
106,33.717145872514784,34.74062148769464
107,33.62342811192293,34.63908839995116
108,33.60894331078846,34.50386060358474
109,33.79866033541304,34.630271508879254
110,33.68437781766566,34.57212242366353
111,33.608086877118815,34.63160191388327
112,33.669807211674716,34.70537963365417
113,33.53933045098958,34.50870244937826
114,33.579675999890185,34.4833097780847
115,33.56466320538556,34.50921704402831
116,33.67002437204216,34.4845143650472
117,33.64725031518377,34.517293699134946
118,33.592181528007394,34.421243430572986
119,33.455560847682456,34.4328764782743
120,33.50217483947852,34.60055460630195
121,33.47005231744786,34.495043772654874
122,33.459661821740426,34.53634035474668
123,33.296380823387594,34.52411148646294
124,33.43424500686827,34.55481712515943
125,33.37684861204163,34.32305869724508
126,33.323533402481225,34.26801849362942
127,33.2844759345309,34.33442943682453
128,33.43366921446849,34.44856517751011
129,33.46926301691693,34.455024982290126
130,33.418904204355755,34.427951185741556
131,33.24736314704144,34.43669120582575
132,33.31183821192189,34.40656384384298
133,33.39085789825323,34.4602490281858
134,33.47772027551952,34.5438277334674
135,33.42712143282117,34.5614505049771
136,33.424808852624096,34.65143477963662
137,33.423912866555234,34.61749660992538
138,33.489357737833245,34.521041905828184
139,33.56196596920561,34.742844673309584
140,33.62181849099707,34.588950640518334
141,33.651288159359815,34.56876315041388
142,33.54096665470943,34.68664637257439
143,33.555430163454815,34.80751682283868
144,33.546556427267994,34.9885081474173
145,33.62088067680086,34.69618232012408
146,33.65706553387647,34.58929079402907
147,33.70782203970808,34.83378217518496
148,33.754953749493616,34.85379004146027
149,33.800634973441156,34.8118703848108
150,33.89035235385933,34.95163231093397
151,33.9820568792104,35.07474699801395
152,34.02494416615993,35.18328723463158
153,34.03005955967172,34.987754136840884
154,34.09799883206746,35.09543731619692
155,34.1077519012711,35.05780553680192
156,34.100959991661185,35.180073888046046
157,34.17372865120464,35.14636167006134
158,34.22176270773021,35.44684846594041
159,34.29008505804199,35.2421800946747
160,34.27216078289248,35.33158817973005
161,34.32709193966766,35.456877430580256
162,34.37075115203244,35.16381206337703
163,34.43582090125685,35.36183826474888
164,34.52562412740223,35.59794298667541
165,34.65325957056744,35.48341139558338
166,34.66528878333595,35.55034226136415
167,34.72183308189303,35.57581870513849
168,34.750862756114714,35.33884778339405
169,34.8429837245299,35.932381491214684
170,34.93186023463778,35.661293241639086
171,34.936995424617265,35.836962240309575
172,34.975607840568756,35.65786793538686
173,35.04897158543568,35.929245010768426
174,35.122147887426024,36.23671111959083
175,35.166112574439346,36.302189265952514
176,35.208971585435684,36.27476239574892
177,35.23888365268225,36.24191787240818
178,35.3662587081184,36.90704305139282
179,35.4657793907689,36.70283610999876
180,35.60771289564061,36.63185526838968
181,35.724069920021776,36.56286749589519
182,35.75637622950539,36.73342127170608
183,35.799814847320256,36.63429567307544
184,35.837817199819305,36.78492984039869
185,35.96881684170166,36.879731817997616
186,35.98232101251594,36.91472162361347
187,36.00744637755984,36.93033262881423
188,36.05672211042704,37.125624416945854
189,36.13365064355414,37.1281006740108
190,36.17897608004688,37.070313413955915
191,36.291578614470396,37.47093355279813
192,36.3280060456174,37.43457161806874
193,36.41501847959473,37.72469346197803
194,36.461506595818335,37.61600635349424
195,36.568006045617395,37.79161445969553
196,36.632912571890614,37.41159967408393
197,36.7077704527909,37.65900944450087
198,36.79291257189062,38.14624483931444
199,36.85486351287883,37.81629344467916
200,36.912864565269416,37.797680741455096
201,36.94388720497998,38.04723693047121
202,37.030788499641574,38.479312078166686
203,37.07286456526942,38.32098267196642
204,37.232159736502894,38.19989701514459
205,37.26388720497998,38.075534098512215
206,37.28263589470729,38.1864722470131
207,37.367391308947425,38.60979198183706
208,37.45093281953815,39.09555990257771
209,37.461783641853565,38.911848605626
210,37.60130589470976,38.54820269381907
211,37.667180621456,38.772632439356336
212,37.74931042913209,39.05552217766404
213,37.87700421132258,39.21823865879321
214,37.97503365816436,39.14776080261893
215,38.0704024763338,39.13978738698285
216,38.15849267820018,39.04711134606143
217,38.18180837709321,38.988698494762204
218,38.250213189876774,39.045681584972016
219,38.287612329967395,39.354089765874285
220,38.41753677854055,39.46128324422367
221,38.48704908490689,39.332525468061625
222,38.5434978773699,39.51661690538675
223,38.61503365816436,39.657756153388775
224,38.63516599068317,39.6543138877701
225,38.72816564864227,39.84613302516759
226,38.74456129511811,39.708435524667266
227,38.811513492138815,39.95387645467079
228,38.96265014682302,39.90300529999156
229,39.03712432409999,40.140090112818626
230,39.10630143958702,40.24602516932889
231,39.143667024313366,40.16449575638375
232,39.203093258122166,40.297429028851035
233,39.26630143958702,40.30603800041637
234,39.34358168838652,40.28860555238351
235,39.38647369214496,40.54674753594777
236,39.47146424597023,40.32423051234028
237,39.58606128470884,40.594216302531535
238,39.63191429923936,40.821483136170215
239,39.703659231474596,40.77460381975661
240,39.769485891468676,40.78529875475492
241,39.890424187229,40.983662360692854
242,39.96355825912105,40.866370926989944
243,40.076651334802385,41.211701385261165
244,40.10376675084864,41.364330736539266
245,40.2142581872872,41.095519316189836
246,40.232514598449775,41.05917574499265
247,40.31220444928804,41.17828706583402
248,40.40735692693774,41.4822330927482
249,40.44461050242516,41.7196903203269
250,40.46385662922463,41.61854045711577
251,40.61851338406586,41.64770813131641
252,40.64853413505889,41.78431221218483
253,40.77620949150081,41.7387762112837
254,40.80816534141425,41.86407577210236
255,40.99810242945407,41.91223511714481
256,41.020004625069575,42.121827433256364
257,41.05550965584797,41.97953871602472
258,41.08140233063594,42.17935465028361
259,41.13585466770512,42.95987876992843
260,41.314254047018714,42.67948814930799
261,41.4139399438669,42.58634008785224
262,41.498983541587776,42.602216793581256
263,41.54917386202855,42.614524201242446
264,41.65864808431126,42.76138266705393
265,41.700040954871355,42.71565866511153
266,41.70917386202856,42.591767085258006
267,41.772867058393,43.00892460336321
268,41.84283453567033,42.90610108860636
269,41.95976953254713,43.161939667754595
270,42.08541706527447,43.15443097531208
271,42.14335504595064,43.499228762302664
272,42.258637978143135,43.253419175774106
273,42.303355045950646,43.51716118527074
274,42.33863797814313,43.697545674387804
275,42.41863797814313,43.72839298775647
276,42.482101219715275,43.78241168728667
277,42.578160336874404,43.805174725971504
278,42.65438469518461,43.788358531902006
279,42.802101219715276,44.23680809536871
280,42.82398412159455,44.016508246701186
281,42.882989274835445,44.44422255529782
282,42.949254510158184,44.13763744582389
283,43.03760673017481,44.23059560361217
284,43.10108144303527,44.318290712533944
285,43.10108144303527,44.283048174126186
286,43.18582125154727,44.28726763389519
287,43.34274565486257,44.95230415963731
288,43.415713653243785,44.69207552209008
289,43.511531983265805,44.74730890620725
290,43.577752649500596,44.92414640278629
291,43.6448889946956,44.69560664871753
292,43.72256961769538,44.97555025255001
293,43.7377526495006,45.07975205254002
294,43.88591673980258,44.9624208006573
295,43.96681949159896,44.94098768723023
296,44.04558103717106,45.13189326886683
297,44.17642451316719,45.28096646803988
298,44.20267045008015,45.13609809718089
299,44.25642451316719,45.335304180083156
300,44.34390427266028,45.37465207017954
301,44.36558103717106,45.52943503159269
302,44.58119003176184,45.751047030242134
303,44.65642451316719,45.754183759843954
304,44.736041884687516,45.977289267252985
305,44.76007504504007,45.719603434311196
306,44.842670450080156,45.868371928838805
307,44.896349898324125,46.219321706448426
308,44.976680435765964,46.4444933872113
309,45.056424513167194,46.37086209760455
310,45.2164245131672,46.53029161937827
311,45.29489461804627,46.276304841427276
312,45.296424513167196,46.64556263479206
313,45.376424513167194,46.42777403921632
314,45.38119003176184,46.69672790314123
315,45.53307519381724,47.01322948663761
316,45.541190031761836,47.041053849008286
317,45.61489461804627,46.74272718423513
318,45.696424513167194,46.89807824885688
319,45.84466817595977,46.9372589720009
320,45.84466817595977,46.79250077850828
321,45.93066756099631,47.29132306554096
322,46.00914014292136,47.365205470306115
323,46.08466817595977,47.19779757676704
324,46.16382731857465,47.60520255006792
325,46.24586210944434,47.613802299241534
326,46.31955996387111,47.5855460265084
327,46.485808570859014,47.54672586953735
328,46.55955996387111,47.49778984227045
329,46.562030187393944,47.71701086918577
330,46.719559963871106,47.56496993962762
331,46.79680351340166,47.8137156036292
332,46.80212361207166,48.11555776315061
333,46.95680351340166,47.97821557647437
334,46.96212361207166,48.13384549916731
335,47.114179262618954,48.352452027516364
336,47.119492709184605,48.149673985155026
337,47.268897497062824,48.27545272309017
338,47.4274212333556,48.25810724736481
339,47.43504348012163,48.52832819163001
340,47.51383071037466,48.675273198748734
341,47.65975101672769,48.78587132298205
342,47.73403082700565,48.816832968640526
343,47.7502596649904,48.81253842418069
344,47.818366415319744,48.99336900554702
345,47.82945854878399,49.086621615626115
346,47.906728726958285,49.03324867469221
347,47.99338598072066,49.484642556763276
348,48.13219718482748,49.08882935323726
349,48.21489077418431,49.30405212519187
350,48.308062600717626,49.30502920447533
351,48.37418645344434,49.377462826314655
352,48.37793587121324,49.38174855301828
353,48.454186453444336,49.4473751671669
354,48.61418645344434,49.79560434606606
355,48.75339716403724,49.80616929171899
356,48.756318199103994,49.84679178056523
357,48.76535776189641,49.83748633895681
358,48.921967784706936,49.99282969435566
359,48.98344346408531,50.659806636226804
360,49.03612940986608,50.30784632481794
361,49.15339716403724,50.44550141225176
362,49.22344346408531,50.405990202592605
363,49.27612940986608,50.57056228432497
364,49.37929333524687,50.62077273664675
365,49.39832946405489,50.619182679771555
366,49.59994299129292,51.366745721522136
367,49.67612940986608,51.027794393910945
368,49.75320895523367,51.00455170037585
369,49.75981096616165,50.9053048968413
370,49.84050869529909,51.05832880753476
371,49.91654731296478,51.127260511212484
372,50.07320895523366,51.34927592127692
373,50.14932039004276,51.456012069778545
374,50.1605086952991,51.39071571062627
375,50.23244570619157,51.35589935383072
376,50.30960119713204,51.57404361653881
377,50.38813915334866,52.123876917338904
378,50.468139153348666,51.877089676444456
379,50.47304860560851,51.57619316655982
380,50.55509488255361,52.251401977400484
381,50.64600715614698,52.45520636664956
382,50.78365819027818,51.90514764108155
383,50.86365819027819,52.01068963107221
384,50.86970203698129,52.0553276322887
385,51.02368417563929,52.004275733409166
386,51.1045535963804,52.477666983179354
387,51.18368417563929,52.458332138498655
388,51.25789095965672,52.47712569448982
389,51.34608313397289,52.732229696292464
390,51.42579324227649,53.01525032030988
391,51.504212679385994,52.77168217594962
392,51.507036693606864,52.83655342712931
393,51.6636841756393,53.29704743856627
394,51.8186635844679,53.21091060890446
395,51.89789095965673,53.13577451117422
396,51.97417241402409,52.99177539914929
397,51.97789095965672,53.211209290101536
398,52.054172414024094,53.11765524494753
399,52.05849779629561,53.232403846542
400,52.13417241402409,53.52255974085308
401,52.18525893470715,53.36715127948378
402,52.29476350013157,54.0743919495942
403,52.499163826020826,53.6300086474973
404,52.58445993828648,53.446116830150565
405,52.611897711120704,53.740403568339104
406,52.743317335150614,53.378001305201025
407,52.7688805318856,54.18985204144851
408,52.82500752419196,53.983095606835434
409,52.90331733515062,54.0618707542853
410,52.9341724140241,54.34382954637169
411,53.06525893470715,54.148306950888845
412,53.22525893470715,54.12560116011751
413,53.22525893470715,54.38579718003241
414,53.30525893470716,54.20900555312615
415,53.38117722563398,54.71766002650628
416,53.38588132302054,54.86832072460468
417,53.54117722563398,54.76867034790354
418,53.54525893470716,55.05590397993541
419,53.625073121758696,54.74463070341456
420,53.78525893470715,55.02383767801211
421,53.85900015001707,54.95810257405256
422,53.945258934707155,55.17756598836249
423,54.025258934707146,55.10772513927941
424,54.10499511943618,55.279796388013736
425,54.18525893470715,55.427896484013964
426,54.26117722563398,55.22505157343029
427,54.33841175289517,55.967990289128736
428,54.338755139181835,55.79887583978436
429,54.41593450098408,55.61053092888417
430,54.58117722563398,55.70569155770977
431,54.654361222498025,55.76536466418118
432,54.804737316060134,56.05983947011051
433,54.888943003172876,56.19658444542928
434,54.89748471685206,56.090363967293044
435,54.96894300317287,56.13462261918491
436,55.051561917323816,56.44192959789509
437,55.197039166564835,56.284584212313156
438,55.20473731606013,56.28196371114437
439,55.280232617814384,56.18807312776816
440,55.43058676835729,56.60141973216862
441,55.447428928065946,56.53971411824964
442,55.524186224536855,56.838722739243956
443,55.60103580462306,57.003270495243434
444,55.68418622453686,56.874155234585544
445,55.76270943872629,56.743702592138916
446,55.76418622453685,56.950348069656414
447,55.844186224536855,56.93225927861481
448,56.004186224536845,57.1679850647129
449,56.084186224536865,57.243040331963236
450,56.23414842211091,57.56748596028575
451,56.311151259421564,57.39863381944736
452,56.32010081982075,57.51898780328449
453,56.390215922009304,57.65615903628138
454,56.47396798519394,57.58009311735148
455,56.55021592200931,57.47469566270679
456,56.55115125942156,57.44660466113576
457,56.70895635620685,58.51684711612621
458,56.78446552405357,58.20946328398341
459,56.93903316050214,58.2572189521651
460,56.94898419918238,58.344115351387735
461,57.022933444532974,58.21262302726925
462,57.029428715911074,58.048455228731
463,57.17903316050214,58.2208528073339
464,57.264465524053584,58.004818536546146
465,57.337261277951846,58.3469326361353
466,57.415930658775565,58.54543288010209
467,57.484140442944685,58.810818387489014
468,57.56527634905609,58.92938214735332
469,57.66041758594595,58.6551869319811
470,57.72414044294469,58.5418593615592
471,57.74041758594594,58.943675202017545
472,57.811618148848176,59.19331178003647
473,57.81593065877556,59.37796175778336
474,57.88414044294469,59.29831791797539
475,57.96414044294468,59.07055297445454
476,58.215930658775555,59.28965654302897
477,58.35443191387927,59.18887046685423
478,58.36414044294468,59.69172165524482
479,58.43795959056131,59.75910465204732
480,58.50426703608958,59.640231607413206
481,58.59443191387926,59.73540817689789
482,58.744267036089575,59.983777665804745
483,58.834112358368074,59.90937665625337
484,58.83443191387927,59.85779593325642
485,58.83607513035134,60.018186817587456
486,58.91835465341115,60.108891804133755
487,59.073579877526385,60.4008527326599
488,59.141060990233264,60.543372792973805
489,59.22106099023327,60.31187497651452
490,59.22133602856349,60.47977358765671
491,59.31487785037096,60.76569874137617
492,59.39411235836807,60.544664756537856
493,59.46426703608959,60.55812385625276
494,59.62067147590004,60.520426963302725
495,59.70106099023327,61.17174243780132
496,59.77228446708956,61.1501039408218
497,59.781060990233264,61.370880842276705
498,59.86106099023328,61.19859973740703
499,60.09228446708957,61.48707086745984
500,60.10106099023327,61.09427725944465
501,60.18106099023326,61.62804664594852
502,60.252284467089574,61.15799906967832
503,60.332284467089565,61.44947374955853
504,60.41228446708957,61.28204426111821
505,60.49228446708957,61.651690326318175
506,60.56791416164604,61.736259277016785
507,60.65228446708957,62.218342975031504
508,60.72791416164605,61.87996215657299
509,60.81228446708957,62.070108299373295
510,60.96791416164604,62.024848007144
511,60.97191300936301,62.263665985838536
512,61.043618133275466,62.37646950905239
513,61.131670201259176,62.16760454409217
514,61.207914161646045,62.77380122425455
515,61.26153220672698,62.81433600882879
516,61.36457579751866,62.84074616915577
517,61.50153220672698,62.74390505991417
518,61.59182735102443,62.62866806155635
519,61.66536429213424,63.19139848906532
520,61.668240700680144,63.00548438553365
521,61.73930131588841,63.11126055608077
522,61.74153220672697,63.00466586765414
523,61.84791416164605,63.24395872598186
524,61.899560088310466,64.16886126593889
525,61.91158260955374,63.571830816098576
526,62.0603202496724,63.537388379405705
527,62.24063539958726,63.481126182236615
528,62.301532206726975,63.702776311388334
529,62.451518813573706,63.51218629704644
530,62.455855765340814,63.64951471329993
531,62.459560088310475,63.64160354985386
532,62.5375938322463,63.94028824127686
533,62.69585576534081,63.818049739512105
534,62.77585576534081,64.06569437874458
535,62.85585576534081,64.31162032132445
536,63.013623919319215,64.26030786640231
537,63.0915188135737,64.25408188495372
538,63.0931112375327,64.19171061498902
539,63.171518813573705,64.32649187533939
540,63.17362391931921,64.72673681458139
541,63.331518813573695,64.70871257708163
542,63.41177356224968,64.62632476779181
543,63.490304236328555,64.69266898431519
544,63.54054671716002,64.79604408121733
545,63.6515188135737,64.63713330577546
546,63.730531516374995,64.95077811400644
547,63.81053151637501,64.81134625410287
548,63.890531516375006,65.0802718763446
549,63.969664827192275,65.19574095341312
550,64.0496015057546,65.31431938280764
551,64.050531516375,65.43108877822269
552,64.20904453850986,65.44259091479108
553,64.28904453850984,65.6629357683049
554,64.37053151637501,65.6872654185234
555,64.52643751179727,65.6306872871397
556,64.60639519725159,65.35504546798093
557,64.60769133853825,65.77836810628014
558,64.60770085182492,66.10354847363325
559,64.76643751179728,66.18923548772068
560,64.76728003195244,66.19517467773339
561,64.84769133853825,66.52521513781578
562,65.00643751179729,66.69830314994982
563,65.16643751179728,66.92328357849597
564,65.16769133853825,66.39991828227886
565,65.2450394804172,66.57077926666106
566,65.24643751179727,66.86411947201802
567,65.24643751179727,66.49560317167581
568,65.32643751179728,66.71828467997811
569,65.48643751179728,67.04142607850216
570,65.6457483645903,67.27185564329933
571,65.64643751179727,67.04173676807115
572,65.7257483645903,66.99255419151882
573,65.72643751179727,67.54173762323298
574,65.9650394804172,67.66463184897167
575,66.04643751179728,67.48452900639376
576,66.12643751179728,67.30051041713199
577,66.12643751179728,67.35187807592457
578,66.28419612222051,67.74128026830955
579,66.36419612222049,67.36538597885044
580,66.52141661967148,67.87395348613857
581,66.5241961222205,67.63030939659433
582,66.60419612222049,67.7563453417541
583,66.76396817929619,67.97039969237889
584,66.76396817929619,67.75826336423557
585,66.84141661967148,67.95504499453037
586,66.8441961222205,68.10525208242483
587,67.00141661967147,68.32788946581891
588,67.08141661967149,68.40665496907285
589,67.16141661967147,68.57842697652002
590,67.24141661967148,68.54929575521619
591,67.32141661967148,68.7719471716683
592,67.40141661967147,68.5563753486021
593,67.48122937359385,68.66683831800503
594,67.48141661967148,68.62100027787325
595,67.71762760082453,69.25910746557794
596,67.79817835756232,68.91211938652671
597,67.80118725932083,69.05213697038694
598,67.80118725932083,69.18758402945804
599,67.87903658914801,69.17816062107809
600,68.03922577105425,69.49551704629204
601,68.11922577105425,69.53823804226592
602,68.19785180220187,69.21196116559709
603,68.27903658914802,69.36550752371465
604,68.28009226169962,69.49646798842141
605,68.43778794032619,70.0058311939066
606,68.59062514020604,69.82494939398553
607,68.67114123839637,69.60106536971297
608,68.67412053345087,70.05163298741897
609,68.75428662033362,70.2711530592019
610,68.91114123839637,70.63707308084703
611,68.91809215845113,70.32994663473819
612,68.98995257781786,70.44945748635894
613,69.06995257781787,70.2249162355653
614,69.07412053345088,70.28177438017366
615,69.15102865012733,70.58261080522651
616,69.23062514020606,70.60204950935045
617,69.39062514020604,70.90685722858426
618,69.47055747326509,70.66753305481566
619,69.55062514020605,70.83780165555169
620,69.7060312018147,70.7701555631245
621,69.78603120181468,70.80107370593996
622,69.78603120181468,71.05105461614835
623,69.86672048713405,71.5592900610863
624,69.94603120181469,71.42779263091856
625,70.02672048713404,71.5940977371705
626,70.18588735256479,71.42422924867002
627,70.18672048713404,71.60188405723085
628,70.26672048713405,71.71429638959842
629,70.34588735256479,71.38556884315034
630,70.4258873525648,71.64337207735909
631,70.58586655109893,71.60505725578814
632,70.58603120181468,71.75541107337645
633,70.66586655109894,71.92319695199065
634,70.7458873525648,72.19692568465257
635,70.74658914717749,72.11795168032506
636,70.90586655109894,71.77265055740598
637,70.98586655109894,71.86760180885781
638,70.98600772846902,72.28742701599896
639,71.06517462329214,72.25569675191659
640,71.14483860108592,72.36621388299358
641,71.22586655109896,72.91758296403717
642,71.30522347126629,73.03414601076867
643,71.54457515291915,72.76361599486246
644,71.54522347126628,72.63889033239461
645,71.62483860108593,73.5932496992143
646,71.70457515291916,73.18435341582466
647,71.86079593924391,73.19219387257066
648,71.94483860108592,73.04998634497089
649,72.02079593924392,73.41247339706007
650,72.02088355436537,73.08793066739374
651,72.02428531345349,73.36727072491529
652,72.10079593924391,73.8074683665936
653,72.18088355436535,74.19347229580018
654,72.3407959392439,74.09082707752185
655,72.42004377053095,73.7406832946595
656,72.50079593924391,73.78650318518962
657,72.65992956114732,73.59490672138163
658,72.66457515291917,73.7442135805035
659,72.82004377053096,73.7694289320341
660,72.82128011486053,74.12480353804106
661,72.90088355436536,73.79195928629667
662,72.98004377053094,74.06595260597258
663,73.13399877341062,73.9608738722124
664,73.14004377053095,74.79376107128671
665,73.29380072848375,74.72839754605458
666,73.29992956114731,74.59698685995457
667,73.37380072848374,74.56213730531724
668,73.45869148908375,74.6235079129738
669,73.61319296046081,74.36461466733844
670,73.6929967923381,74.60830368204991
671,73.69869148908374,74.99083868004067
672,73.77399877341061,75.1135363431711
673,73.8531929604608,74.99758510323457
674,73.93256200692677,74.9243618459427
675,74.01319296046081,75.41221292914173
676,74.16746138665833,75.31775737954992
677,74.16892131461056,75.36210669452969
678,74.1731929604608,75.24164753153366
679,74.25319296046081,75.96191247153902
680,74.33319296046079,75.7604078542833
681,74.48892131461056,75.72467497282646
682,74.48906095487463,75.88450304888563
683,74.56892131461056,76.39082579569761
684,74.64892131461058,76.67229884134883
685,74.8092223304103,76.52638329245136
686,74.88892131461057,76.26610259988715
687,74.96892131461055,75.9866312649033
688,74.96892131461055,76.34148393606151
689,75.12892131461057,76.19733864437205
690,75.20892131461055,76.28799906419349
691,75.28892131461056,76.52786018689147
692,75.36840013300501,76.54892224698807
693,75.44892131461054,76.74711676346142
694,75.52892131461056,76.57636702017365
695,75.68840013300502,76.60204810676663
696,75.68840013300502,76.85651721429208
697,75.76355531280231,76.81571449260954
698,75.768400133005,76.90821556769744
699,75.848400133005,77.4654148123984
700,76.0002670211184,77.1307327171999
701,76.08840013300502,77.45419641761885
702,76.16059525326548,77.27733836302914
703,76.16840013300501,77.50745100107969
704,76.248400133005,77.9151187354384
705,76.40059525326548,77.79343905641481
706,76.408400133005,77.78166929735892
707,76.48840013300502,77.94448556107064
708,76.56803437066185,78.34176367214744
709,76.64059525326547,78.19720747078688
710,76.80059525326548,78.21996404104262
711,76.8805952532655,78.08708929322789
712,76.96059525326548,78.30190499959762
713,77.0402670211184,78.49657164187265
714,77.12059525326549,78.37061086673266
715,77.20026702111839,78.41831664829623
716,77.35990923731767,78.82414018807613
717,77.35993406276391,78.64858551235406
718,77.43959094267848,78.75851057944082
719,77.44059525326547,79.02471767273397
720,77.59993406276391,78.84350456538662
721,77.7595909426785,79.00850604902324
722,77.83974014412814,79.12900705193964
723,77.8399340627639,78.7893800959171
724,77.91993406276391,79.2193702997748
725,77.9995909426785,79.27611544483304
726,78.07959094267851,79.36961199670316
727,78.23942408844889,79.34885436229266
728,78.23959094267849,79.23635864257606
729,78.31932745388569,79.521907572374
730,78.39901820353032,79.65779270427588
731,78.55630713659107,79.84832677037515
732,78.55932745388569,79.77515111904876
733,78.63942408844888,80.0629658453401
734,78.71929434830504,79.88115972727259
735,78.79783272539828,80.03120126620746
736,78.79942408844889,79.8888952166948
737,78.95605545755735,80.09752879759633
738,79.03783272539827,80.63447176607427
739,79.11605545755737,80.6356318967877
740,79.27452094485334,80.61584647762926
741,79.35452094485332,80.52639956148182
742,79.35605545755736,80.812145694349
743,79.43452094485332,80.69725061973446
744,79.43613082207793,80.85229568805488
745,79.67452094485333,80.91587758441914
746,79.67458638480657,80.96511298841617
747,79.75448603985197,80.97865009948967
748,79.90937551724002,81.12992158709525
749,79.98937551724002,81.05670848726095
750,79.99330779553924,81.06606440764367
751,79.99458638480657,81.27373076747404
752,80.14895328049997,80.88653028026587
753,80.14998910678543,81.36621778717296
754,80.23031289376031,81.58540619732639
755,80.39031289376031,81.4746203068545
756,80.47280173663061,81.77827610188925
757,80.54937551724002,81.40984817172935
758,80.6303128937603,82.13844171124452
759,80.78895328049997,81.59875944134018
760,80.78937551724002,81.76562337684089
761,80.78937551724002,81.99062585546386
762,80.94895328049998,82.43166346140224
763,81.02895328049996,82.57041755837616
764,81.1055581290125,82.41075631695425
765,81.18895328049997,82.7483442672123
766,81.26895328049999,83.0889736163569
767,81.42893901276685,82.98564598790139
768,81.42895328049997,83.02614899048413
769,81.50893901276686,82.56600269984595
770,81.66507952373946,82.63845183805705
771,81.66895328049998,82.66170600641577
772,81.74582215101435,82.89083504889066
773,81.82507952373945,82.77347750860314
774,81.82976347670478,83.06463132045715
775,81.98507952373946,83.27893199328179
