Index,True_x,Recovered_x,Absolute_Error
86,0.0,-0.06457981233854485,0.06457981233854485
87,0.0,0.180033664242561,0.180033664242561
88,0.0,0.4187284146136447,0.4187284146136447
89,0.0,-0.7512040715851347,0.7512040715851347
90,0.0,-0.20599314699192062,0.20599314699192062
91,0.0,0.10067519828101062,0.10067519828101062
92,0.0,0.7107140432625232,0.7107140432625232
93,0.0,-0.6152331858434843,0.6152331858434843
94,0.0,-0.39371733574340134,0.39371733574340134
95,0.7674347291529088,-0.7334831808050604,1.5009179099579693
96,0.0,-0.6242685182098423,0.6242685182098423
97,0.0,-0.41749446908353205,0.41749446908353205
98,0.0,-0.06671270154959108,0.06671270154959108
99,0.0,-0.47001646473997866,0.47001646473997866
100,0.0,-0.5329910118346355,0.5329910118346355
101,0.0,0.7584677580860206,0.7584677580860206
102,0.0,0.8370757214229099,0.8370757214229099
103,0.0,-0.46479317935712944,0.46479317935712944
104,0.0,0.15431053823317867,0.15431053823317867
105,0.0,-0.7167745857225011,0.7167745857225011
106,0.0,0.653573002639086,0.653573002639086
107,0.0,-0.47992222019342656,0.47992222019342656
108,0.0,0.7182928369798506,0.7182928369798506
109,0.0,-0.18512399389728568,0.18512399389728568
110,0.0,-0.36532568231863805,0.36532568231863805
111,0.0,0.30242165238470736,0.30242165238470736
112,0.0,-0.3198287866202578,0.3198287866202578
113,0.0,-0.6081469235656273,0.6081469235656273
114,0.0,0.1651123708059848,0.1651123708059848
115,0.0,0.28807735840192417,0.28807735840192417
116,0.0,-1.0696874177957771,1.0696874177957771
117,0.0,0.15832908813774224,0.15832908813774224
118,0.0,-0.48511525813509454,0.48511525813509454
119,0.0,-0.7192745372277989,0.7192745372277989
120,0.0,0.9190681262293655,0.9190681262293655
121,0.0,-0.6216497462370874,0.6216497462370874
122,0.0,0.16473654719478162,0.16473654719478162
123,0.0,-0.32627693349756565,0.32627693349756565
124,1.5230298564080254,0.3200911224090939,1.2029387339989315
125,0.0,-0.16234409741657227,0.16234409741657227
126,1.5792128155073915,0.8184912401624477,0.7607215753449438
127,0.0,0.12432845312794814,0.12432845312794814
128,0.0,0.35071547744535536,0.35071547744535536
129,0.0,-0.5343272661074925,0.5343272661074925
130,0.0,-0.46722994904856796,0.46722994904856796
131,0.0,-0.3277454419954541,0.3277454419954541
132,0.0,0.204368308244541,0.204368308244541
133,0.0,0.5948059581578393,0.5948059581578393
134,0.0,-0.2935359421158489,0.2935359421158489
135,0.0,0.9153639751105452,0.9153639751105452
136,0.0,0.6193656985450312,0.6193656985450312
137,0.0,-0.031048842424253098,0.031048842424253098
138,0.0,0.22727876260814522,0.22727876260814522
139,0.0,-0.4002407506106704,0.4002407506106704
140,0.0,0.07157707356844459,0.07157707356844459
141,0.0,-0.925194724244982,0.925194724244982
142,0.0,-0.46613158377709896,0.46613158377709896
143,-0.13826430117118466,0.6503658549305776,0.7886301561017623
144,0.0,0.44428649318017877,0.44428649318017877
145,0.0,-1.337122467734968,1.337122467734968
146,0.0,-0.6553467706930218,0.6553467706930218
147,0.0,-0.7540949809645394,0.7540949809645394
148,0.0,-0.1715620401601303,0.1715620401601303
149,0.0,-0.4177081324856171,0.4177081324856171
150,0.0,0.40750312864430455,0.40750312864430455
151,0.0,-0.5030073217922284,0.5030073217922284
152,0.0,-0.06590474531240009,0.06590474531240009
153,-0.23415337472333597,0.38371932649973767,0.6178727012230736
154,0.0,-0.6544330670937327,0.6544330670937327
155,0.0,0.4770054925823789,0.4770054925823789
156,0.0,-0.5743899574798046,0.5743899574798046
157,0.0,0.25748342943834274,0.25748342943834274
158,0.0,0.39242129023539474,0.39242129023539474
159,0.0,0.3745062725468094,0.3745062725468094
160,0.0,0.6420936484840345,0.6420936484840345
161,0.0,0.6193512911440283,0.6193512911440283
162,0.0,-0.7508994744558326,0.7508994744558326
163,0.0,0.4239784282519136,0.4239784282519136
164,0.0,0.8458548864596205,0.8458548864596205
165,0.0,0.07131538441038053,0.07131538441038053
166,0.0,-0.8021787173167491,0.8021787173167491
167,0.0,-0.3692351996206773,0.3692351996206773
168,0.0,-0.583911696359295,0.583911696359295
169,0.0,-0.4929278743902547,0.4929278743902547
170,0.0,0.11743331916062442,0.11743331916062442
171,0.0,-0.7480001077099984,0.7480001077099984
172,0.0,-1.1033085964060088,1.1033085964060088
173,0.0,-0.21901874222906004,0.21901874222906004
174,0.0,-0.1110489901531524,0.1110489901531524
175,0.0,0.9160827865517887,0.9160827865517887
176,0.0,-0.1422251601458946,0.1422251601458946
177,0.0,0.02394139186487801,0.02394139186487801
178,0.0,-0.6533996329632014,0.6533996329632014
179,0.0,0.40664782328327287,0.40664782328327287
180,0.0,-0.7052396701164663,0.7052396701164663
181,0.0,-0.22944664881316176,0.22944664881316176
182,0.0,0.7424172343067531,0.7424172343067531
183,0.0,-0.5069661716109343,0.5069661716109343
184,0.0,-0.6041497947593977,0.6041497947593977
185,0.0,-0.7710877986769715,0.7710877986769715
186,0.0,0.5359239766583266,0.5359239766583266
187,0.0,0.24231928052452872,0.24231928052452872
188,0.0,0.6225425525573741,0.6225425525573741
189,0.0,-1.333922308828703,1.333922308828703
190,0.0,0.4833541092003918,0.4833541092003918
191,0.0,0.3622212187853364,0.3622212187853364
192,0.0,-0.6675182862893349,0.6675182862893349
193,0.0,-0.4442863074254281,0.4442863074254281
194,0.0,0.7642383954663176,0.7642383954663176
195,0.0,-0.12813101821774353,0.12813101821774353
196,0.0,0.5681844048876543,0.5681844048876543
197,0.0,-1.086468806868527,1.086468806868527
198,0.0,0.5499364039524425,0.5499364039524425
199,0.0,-0.1027530566431325,0.1027530566431325
