Index,True_x,Recovered_x,Absolute_Error
0,0.0,0.16023168190757764,0.16023168190757764
1,0.0,-0.6276602219446838,0.6276602219446838
2,0.0,-0.49659702580908405,0.49659702580908405
3,0.0,-0.470778086536932,0.470778086536932
4,0.0,-0.6915183474074516,0.6915183474074516
5,0.0,0.4909420226193889,0.4909420226193889
6,0.0,-0.7279298933184671,0.7279298933184671
7,0.0,-0.17152794549681488,0.17152794549681488
8,0.0,-0.3880592190174996,0.3880592190174996
9,0.4967141530112327,0.08095118127747397,0.4157629717337587
10,0.0,0.2877734732440244,0.2877734732440244
11,0.0,-1.0155713235128856,1.0155713235128856
12,0.0,0.05218254010382117,0.05218254010382117
13,0.0,0.08091783300798874,0.08091783300798874
14,0.0,-0.6248364074733874,0.6248364074733874
15,0.6476885381006925,0.4516061084104469,0.19608242969024559
16,0.0,0.4273708141604908,0.4273708141604908
17,0.0,0.20981244556651404,0.20981244556651404
18,0.0,-0.5908324330095636,0.5908324330095636
19,0.0,1.1361267138430409,1.1361267138430409
20,0.0,0.5258679891183189,0.5258679891183189
21,0.0,0.279153443775219,0.279153443775219
22,0.0,0.48002080447953405,0.48002080447953405
23,0.0,1.183628269053759,1.183628269053759
24,0.0,0.2676737187843313,0.2676737187843313
25,0.5425600435859647,-0.37850727809385254,0.9210673216798172
26,0.0,0.37336406971646807,0.37336406971646807
27,0.0,-0.8642378582742527,0.8642378582742527
28,0.0,0.3765103845640043,0.3765103845640043
29,0.0,0.4820250799088144,0.4820250799088144
30,0.0,0.5943495256927454,0.5943495256927454
31,0.0,0.19406445579913267,0.19406445579913267
32,0.0,-0.1734619812801536,0.1734619812801536
33,0.0,-0.5898498969806607,0.5898498969806607
34,0.0,0.06980857228019938,0.06980857228019938
35,0.0,0.7662206765486972,0.7662206765486972
36,0.0,0.8903435745685956,0.8903435745685956
37,0.0,-0.7029414614972667,0.7029414614972667
38,0.0,0.7313001560000455,0.7313001560000455
39,0.0,0.8172126575897617,0.8172126575897617
40,0.0,-0.06772820334843822,0.06772820334843822
41,0.0,-0.08082934654702695,0.08082934654702695
42,0.0,0.6284640168246028,0.6284640168246028
43,0.0,-0.5145390155167072,0.5145390155167072
44,0.0,-0.27643809447080026,0.27643809447080026
45,-0.4694743859349521,-0.5193690756265338,0.04989468969158167
46,0.0,-0.49631372366430987,0.49631372366430987
47,0.0,0.9647553678403133,0.9647553678403133
48,0.0,-0.051797563276396744,0.051797563276396744
49,0.0,0.35319372073159666,0.35319372073159666
50,0.0,0.31347360394027185,0.31347360394027185
51,0.0,-0.7850114957980204,0.7850114957980204
52,0.0,-0.576668319947141,0.576668319947141
53,0.0,0.11390542541417435,0.11390542541417435
54,0.0,-0.12007300799429149,0.12007300799429149
55,0.0,-0.5225351025879651,0.5225351025879651
56,0.0,-0.5602545649070474,0.5602545649070474
57,0.0,0.36656668643664414,0.36656668643664414
58,0.0,0.17496898596825372,0.17496898596825372
59,0.0,-0.3444390751924472,0.3444390751924472
60,0.0,-0.23099273622721483,0.23099273622721483
61,0.0,0.11542789673519632,0.11542789673519632
62,0.0,0.5224500165694549,0.5224500165694549
63,0.0,-0.16229276212323865,0.16229276212323865
64,0.0,-0.04896611351754113,0.04896611351754113
65,0.0,0.44577843062383765,0.44577843062383765
66,0.0,-0.23148989544272192,0.23148989544272192
67,0.0,0.27514882074724273,0.27514882074724273
68,0.0,-0.1368594035892255,0.1368594035892255
69,0.0,-0.8650071943775296,0.8650071943775296
70,0.0,-0.44125508723996026,0.44125508723996026
71,0.0,1.3533218475152569,1.3533218475152569
72,0.0,-0.4314812215116639,0.4314812215116639
73,0.0,0.23627096281299073,0.23627096281299073
74,0.0,0.7753379365765654,0.7753379365765654
75,-0.23413695694918055,0.06844543948589503,0.30258239643507556
76,0.0,1.141298671792572,1.141298671792572
77,0.0,0.08224164272825386,0.08224164272825386
78,0.0,0.37390403771461556,0.37390403771461556
79,0.0,0.6239569792958646,0.6239569792958646
80,0.0,0.17281054050941452,0.17281054050941452
81,0.0,0.6324585736647576,0.6324585736647576
82,0.0,-0.0596742695408726,0.0596742695408726
83,0.0,-0.7950075599282386,0.7950075599282386
84,0.0,-0.47431971803399786,0.47431971803399786
85,0.0,0.6728569440409853,0.6728569440409853
